Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
LB,"L Brands Inc",14.84,-0.28,-1.85%,14.99,15.13,14.63,1475103,"11:22 ET"
LBRDA,"Liberty Broadbd A",121.19,-1.57,-1.28%,122.95,122.95,116.6,92167,"11:16 ET"
LBRDK,"Liberty Broadbd C",122.48,-2.5,-2.00%,124.25,126.51,116.78,933065,"11:21 ET"
LDOS,"Leidos Holdings Inc",93.3,1.1,+1.19%,92.07,93.35,91.95,125729,"11:21 ET"
LEA,"Lear Corp",108.63,0.73999999999999,+0.69%,107,108.73,106.08,53881,"11:21 ET"
LECO,"Lincoln Elec Hld",84.65,1.8,+2.17%,82.81,84.65,82.02,71982,"11:21 ET"
LEG,"Leggett & Platt Inc",35.18,0.57,+1.65%,34.45,35.24,34.18,270249,"11:20 ET"
LEN,"Lennar Corp",61.15,0.2,+0.33%,61.16,61.42,60.12,446635,"11:21 ET"
LEN.B,"Lennar Corp Cl B",45.62,0.12,+0.26%,45.39,45.85,44.9,14603,"11:21 ET"
LFUS,"Littelfuse Inc",170.96,3.24,+1.93%,167.47,171.59,167.47,12747,"11:07 ET"
LGF.A,"Lions Gate Entertainment Corp Cl A",7.23,-0.18,-2.43%,7.35,7.43,7.15,235789,"11:16 ET"
LGF.B,"Lions Gate Entertainment Corp Cl B",6.68,-0.14,-2.05%,6.79,6.82,6.61,79741,"11:21 ET"
LH,"Laboratory Corp of America Holdings",165.38,3.35,+2.07%,162.27,165.38,160.88,104822,"11:21 ET"
LHX,"L3Harris Technologies Inc",173.07,-1.73,-0.99%,173.74,175.15,171.69,266463,"11:21 ET"
LII,"Lennox International",236.22,6.41,+2.79%,229.8,236.22,228.58,56833,"11:20 ET"
LIN,"Linde Plc",212.25,0.97,+0.46%,209.64,212.25,209.45,305974,"11:22 ET"
LKQ,"LKQ Corp",26.03,0.2,+0.77%,25.8,26.03,25.45,484550,"11:22 ET"
LLY,"Eli Lilly and Company",163.41,0.69,+0.42%,163.11,164.07,162.45,514041,"11:21 ET"
LM,"Legg Mason Inc",49.71,0.039999999999999,+0.08%,49.67,49.74,49.66,330830,"11:21 ET"
LMT,"Lockheed Martin Corp",366.26,-1.24,-0.34%,365.35,367.51,363.45,242785,"11:21 ET"
LNC,"Lincoln National Corp",36.22,0.48,+1.34%,35.3,36.34,35.27,196353,"11:21 ET"
LNG,"Cheniere Energy",46.55,0.12,+0.26%,46.06,46.72,45.83,359793,"11:20 ET"
LNT,"Alliant Energy Corp",48.08,0.68,+1.43%,47.41,48.13,47.29,177209,"11:21 ET"
LOGM,"Logmein Inc",85.21,-0.080000000000013,-0.09%,85.23,85.25,85.13,55864,"11:19 ET"
LOPE,"Grand Canyon Educati",91.7,1.18,+1.30%,90.66,91.7,90.1,40861,"11:06 ET"
LOW,"Lowe's Companies",134.97,1.45,+1.09%,134.3,134.99,133.13,751520,"11:22 ET"
LPLA,"Lpl Financial Hld",76.82,0.34999999999999,+0.46%,75.7,77.43,75.7,85978,"11:20 ET"
LRCX,"Lam Research Corp",324.62,16.16,+5.24%,311.19,325.49,307.82,1141225,"11:21 ET"
LSI,"Life Storage",95.37,2.34,+2.52%,93.15,95.55,93.15,58728,"11:18 ET"
LSTR,"Landstar System",111.71,1.3,+1.18%,110.35,111.71,110.35,40221,"11:18 ET"
LSXMA,"Liberty Srs XM CS A",34.28,0.8,+2.39%,33.35,34.28,33.17,87967,"11:21 ET"
LSXMK,"Liberty Srs XM CS C",34.34,0.85,+2.54%,33.5,34.34,33.17,408279,"11:21 ET"
LSXMR,"Liberty Media Corporation Right",13.49,-0.23,-1.68%,14.32,15.94,13.24,239200,06/05/20
LULU,"Lululemon Athletica",307.31,12.96,+4.40%,305,318.32,302.5,2855965,"11:22 ET"
LUV,"Southwest Airlines Company",34.75,-0.29,-0.83%,34.98,35.48,33.57,7961708,"11:22 ET"
LVS,"Las Vegas Sands",44.99,0.34,+0.76%,43.78,45.08,43.64,2014772,"11:22 ET"
LW,"Lamb Weston Holdings Inc",64.19,0.93,+1.47%,63.42,64.22,62.87,120199,"11:20 ET"
LYB,"Lyondellbasell Industries NV",64.99,0.039999999999992,+0.06%,64.38,65.24,63.4,345553,"11:21 ET"
LYFT,"Lyft Inc Cl A",33.12,0.059999999999995,+0.18%,32.77,33.12,32.22,1551846,"11:21 ET"
LYV,"Live Nation Entertainment",44.35,0.060000000000002,+0.14%,44.31,44.51,43.27,375987,"11:22 ET"
M,"Macy's Inc",6.66,0.04,+0.60%,6.6,6.94,6.36,12439698,"11:21 ET"
MA,"Mastercard Inc",293.03,0.099999999999966,+0.03%,293.09,293.61,291.01,715937,"11:22 ET"
MAA,"Mid-America Apartment Communities",114.4,2.88,+2.58%,111.76,114.78,111.67,78696,"11:21 ET"
MAC,"Macerich Company",9.03,0.25,+2.85%,8.92,9.13,8.7,1647009,"11:22 ET"
MAN,"Manpower Inc",68.86,-0.20999999999999,-0.30%,68.47,69.48,67.75,142326,"11:22 ET"
MANH,"Manhattan Assoc",94.74,0.78,+0.83%,93.23,94.74,92.96,66976,"11:19 ET"
MAR,"Marriot Int Cl A",86.15,-0.44999999999999,-0.52%,85.41,87.01,84,1247379,"11:20 ET"
MAS,"Masco Corp",49.63,0.75,+1.53%,48.85,49.64,48.61,471283,"11:21 ET"
MASI,"Masimo Corp",222.98,3.25,+1.48%,220.85,223.32,219.7,53398,"11:21 ET"
MAT,"Mattel Inc",9.7,0.1,+1.04%,9.52,9.7,9.49,473355,"11:21 ET"
MCD,"McDonald's Corp",183.63,0.82999999999998,+0.45%,182.92,183.95,182.25,673999,"11:22 ET"
MCHP,"Microchip Technology",104.56,1.99,+1.94%,102.86,104.84,101.03,472135,"11:21 ET"
MCK,"Mckesson Corp",152.5,0.72999999999999,+0.48%,150.83,152.5,149.96,181569,"11:22 ET"
MCO,"Moody's Corp",271.4,2.29,+0.85%,269.38,271.6,268.28,377177,"11:21 ET"
MCY,"Mercury General Corp",40.43,0.64,+1.61%,39.71,40.69,39.62,26567,"11:16 ET"
MD,"Mednax Inc",16.76,0.31,+1.88%,16.41,17.19,16.01,128965,"11:21 ET"
MDB,"Mongodb Inc Cl A",224.59,4.17,+1.89%,221.23,225.7,218.23,226135,"11:21 ET"
MDLA,"Medallia Inc",24.98,-0.030000000000001,-0.12%,25,25.25,24.2,680018,"11:22 ET"
MDLZ,"Mondelez Intl Inc",50.94,0.36,+0.71%,50.7,51.06,50.47,656613,"11:22 ET"
MDT,"Medtronic Inc",90.78,0.52,+0.58%,90.2,90.85,89.01,1193590,"11:22 ET"
MDU,"Mdu Res Group Inc",22.25,0.18,+0.82%,21.98,22.3,21.82,95451,"11:21 ET"
MET,"Metlife Inc",36.22,0.65,+1.83%,35.35,36.23,35.24,925693,"11:22 ET"
MFA,"MFA Financial Inc",2.48,-0.02,-0.80%,2.46,2.5,2.39,5123195,"11:22 ET"
MGM,"MGM Resorts International",16.69,-0.13,-0.77%,16.63,16.94,16.27,7858411,"11:22 ET"
MHK,"Mohawk Industries",100.02,0.22,+0.22%,99.36,100.83,97.95,145526,"11:21 ET"
MIC,"Macquarie Infrastructure Company Trust",30.43,-0.09,-0.29%,30.41,30.49,30.01,99058,"11:22 ET"
MIDD,"Middleby Corp",80.74,0.80999999999999,+1.01%,78.77,80.89,78.51,172026,"11:21 ET"
MKC,"Mccormick & Company Inc",179.73,0.34999999999999,+0.20%,179.83,180.97,178.69,167572,"11:22 ET"
MKL,"Markel Corp",924.5,17.32,+1.91%,902.58,955,898.7,28940,"11:20 ET"
MKSI,"Mks Instruments Inc",112.25,1.97,+1.79%,110,113,108.8,135290,"11:21 ET"
MKTX,"Marketaxess Holdings",496.72,-1.89,-0.38%,506.72,507.71,496.12,44948,"11:07 ET"
MLM,"Martin Marietta Materials",205.09,-1.41,-0.68%,205.61,206.01,202.43,98970,"11:21 ET"
MMC,"Marsh & Mclennan Companies",106.45,1.17,+1.11%,105.34,106.49,104.73,317837,"11:22 ET"
MMM,"3M Company",155.2,-0.37,-0.24%,154.91,156.71,154.37,451461,"11:22 ET"
MNST,"Monster Beverage Cp",68.85,-0.26000000000001,-0.38%,69.09,69.22,68.66,248061,"11:22 ET"
MO,"Altria Group",39.2,-0.029999999999994,-0.08%,39.08,39.28,38.88,1520351,"11:22 ET"
MOH,"Molina Healthcare Inc",172.4,0.80000000000001,+0.47%,172.13,172.88,170.37,89470,"11:21 ET"
MORN,"Morningstar Inc",140.89,0.25999999999999,+0.18%,139.57,141.37,139.57,20880,"11:14 ET"
MOS,"Mosaic Company",12.62,-0.030000000000001,-0.24%,12.5,12.65,12.35,1051508,"11:21 ET"
MPC,"Marathon Petroleum Corp",36.1,0.7,+1.98%,35.12,36.17,34.69,1315114,"11:22 ET"
MPW,"Medical Properties Trust",18.78,0.34,+1.84%,18.49,18.84,18.45,585174,"11:21 ET"
MPWR,"Monolithic Power Sys",237,7.05,+3.07%,230.62,237.4,230,47262,"11:21 ET"
MRK,"Merck & Company",76.74,0.61999999999999,+0.81%,76.75,76.93,76.2,2202577,"11:21 ET"
MRNA,"Moderna Inc",64.88,2.8,+4.51%,62.18,65.16,61,4759176,"11:22 ET"
MRO,"Marathon Oil Corp",5.95,-0.0099999999999998,-0.17%,5.91,5.99,5.8,5977378,"11:22 ET"
MRVL,"Marvell Tech Group",35.07,1.51,+4.50%,33.62,35.07,33.61,2451464,"11:22 ET"
MS,"Morgan Stanley",47.8,0.56,+1.19%,47.06,47.9,46.91,2436827,"11:22 ET"
MSCI,"MSCI Inc",329.26,3.51,+1.08%,327.02,330.97,325.75,89096,"11:21 ET"
MSFT,"Microsoft Corp",201.54,3.1,+1.56%,197.88,201.61,197.72,7359306,"11:22 ET"
MSGE,"Madison Square Garden Entertainment Corp.",75.07,-0.030000000000001,-0.04%,75.1,75.64,74.84,7535,"10:57 ET"
MSGS,"Madison Square Garden Sports Corp.",147.01,-0.31,-0.21%,147.74,148.7,146.1,19093,"11:17 ET"
MSI,"Motorola Solutions",140.42,2.28,+1.65%,138.4,140.42,138.28,138645,"11:21 ET"
MSM,"Msc Industrial Direct Company",72.01,0.86,+1.21%,70.91,72.05,70.91,103402,"11:22 ET"
MTB,"M&T Bank Corp",104.47,2.15,+2.10%,100.95,104.54,100.85,166462,"11:21 ET"
MTCH,"Match Group Inc CS",106.13,0.13,+0.12%,106.18,106.58,104.51,1061812,"11:22 ET"
MTD,"Mettler-Toledo International",793.31,8.0699999999999,+1.03%,779.9,793.31,779.9,10972,"11:17 ET"
MTG,"Mgic Investment Corp",8.18,0.17,+2.12%,7.89,8.2,7.8,1298162,"11:21 ET"
MTN,"Vail Resorts",180.52,3.51,+1.98%,176.5,180.6,175.87,74899,"11:21 ET"
MU,"Micron Technology",52.35,3.2,+6.51%,51.78,52.47,51.15,24092084,"11:22 ET"
MUR,"Murphy Oil Corp",13.3,0.16,+1.22%,12.99,13.4,12.79,915989,"11:20 ET"
MXIM,"Maxim Integrated",60.57,0.97,+1.63%,59.79,60.77,58.34,476337,"11:21 ET"
MYL,"Mylan NV Ord Shs",16.02,0.029999999999999,+0.19%,15.97,16.06,15.63,1253390,"11:20 ET"
NATI,"Natl Instruments Cor",38.46,0.47,+1.24%,38.15,38.63,37.78,128306,"11:21 ET"
NAVI,"Navient Cp",7.31,0.069999999999999,+0.97%,7.16,7.34,7.08,587953,"11:21 ET"
NBIX,"Neurocrine Bioscienc",123.63,-1.87,-1.49%,125.1,125.98,122.94,120377,"11:21 ET"
NBL,"Noble Energy Inc",8.66,0.0099999999999998,+0.12%,8.47,8.72,8.26,5755234,"11:22 ET"
NCLH,"Norwegian Cruise Ord",16.39,-0.17,-1.03%,16.21,16.69,15.57,18906343,"11:22 ET"
NCR,"NCR Corp",17.64,-0.38,-2.11%,17.89,18.01,17.22,267755,"11:21 ET"
NDAQ,"Nasdaq Inc",118.54,0.99000000000001,+0.84%,116.83,118.54,116.45,76957,"11:21 ET"
NDSN,"Nordson Corp",187.29,2.43,+1.31%,185.24,187.29,184.94,27312,"11:16 ET"
NEE,"Nextera Energy",241,2.76,+1.16%,238.91,241.46,238.01,316602,"11:21 ET"
NEM,"Newmont Mining Corp",61.72,2.18,+3.66%,59.57,61.77,59.18,2328660,"11:22 ET"
NEU,"Newmarket Corp",399.5,2.55,+0.64%,396,399.69,394.52,3815,"11:19 ET"
NEWR,"New Relic Inc",67.49,0.030000000000001,+0.04%,67.63,67.87,66.86,77210,"11:21 ET"
NFG,"National Fuel Gas Company",41.61,1.05,+2.59%,40.62,41.76,40.57,130384,"11:21 ET"
NFLX,"Netflix Inc",452.69,5.45,+1.22%,450.02,453.65,447,1182194,"11:21 ET"
NI,"NiSource Inc",22.9,0.21,+0.93%,22.7,22.95,22.68,422187,"11:21 ET"
NKE,"Nike Inc",97.01,1.14,+1.19%,96,97.04,95.51,2305073,"11:22 ET"
NKTR,"Nektar Therapeutics",22.81,0.39,+1.74%,22.26,22.81,22.15,184529,"11:21 ET"
NLOK,"Nortonlifelock Inc.",19.89,0.46,+2.37%,19.49,19.89,19.44,747676,"11:21 ET"
NLSN,"Nielsen Holdings Plc",14.79,0.1,+0.68%,14.65,14.81,14.38,551633,"11:21 ET"
NLY,"Annaly Capital Management Inc",6.54,-0.0099999999999998,-0.15%,6.5,6.58,6.44,5163486,"11:21 ET"
NNN,"National Retail Properties",35.56,-0.16999999999999,-0.48%,35.63,36,35.01,328286,"11:22 ET"
NOC,"Northrop Grumman Corp",306.72,-2.3,-0.74%,308.67,309.22,305.29,98636,"11:18 ET"
NOV,National-Oilwell,12.27,0.12,+0.99%,12.01,12.39,11.96,1662659,"11:22 ET"
NOW,"Servicenow Inc",400.32,5.77,+1.46%,394.88,400.38,394,398994,"11:22 ET"
NRG,"NRG Energy",32.71,-0.23,-0.70%,32.84,33,32.28,298039,"11:21 ET"
NRZ,"New Residential Investment Corp",7.48,0.07,+0.94%,7.38,7.48,7.27,1301278,"11:21 ET"
NSC,"Norfolk Southern Corp",174.63,1.95,+1.13%,172.12,174.86,171.9,220573,"11:22 ET"
NTAP,"Netapp Inc",44.98,0.95999999999999,+2.18%,43.98,44.99,43.77,544604,"11:22 ET"
NTNX,"Nutanix Inc",23.34,0.54,+2.37%,22.84,23.34,22.7,588239,"11:22 ET"
NTRS,"Northern Trust Corp",78.54,2.24,+2.94%,76.39,78.54,76.09,244091,"11:21 ET"
NUAN,"Nuance Communicatns",25.52,0.17,+0.67%,25.42,25.64,25.36,368665,"11:22 ET"
NUE,"Nucor Corp",41.06,0.16,+0.39%,40.62,41.12,40.4,308192,"11:21 ET"
NUS,"Nu Skin Enterprises",38.06,-0.68,-1.76%,38.62,38.87,37.74,108460,"11:21 ET"
NVDA,"Nvidia Corp",379.11,11.11,+3.02%,372.56,380.38,370.27,3568791,"11:22 ET"
NVR,"NVR Inc",3226.9,36.13,+1.13%,3194.88,3236.63,3190,4811,"11:20 ET"
NVST,"Envista Holdings Corp",20.96,0.46,+2.24%,20.45,20.98,20.35,169169,"11:19 ET"
NVT,"Nvent Electric Plc",18.8,0.34,+1.84%,18.44,18.92,18.23,223349,"11:21 ET"
NWL,"Newell Rubbermaid Inc",15.68,0.09,+0.58%,15.56,15.72,15.34,413242,"11:21 ET"
NWS,"News Cp Cl B",11.78,0.049999999999999,+0.43%,11.7,11.79,11.63,39073,"11:21 ET"
NWSA,"News Cp Cl A",11.72,0.07,+0.60%,11.68,11.74,11.6,296902,"11:21 ET"
NXST,"Nexstar Broadcasting",83.48,-0.20999999999999,-0.25%,83.69,84.51,82.76,53420,"11:22 ET"
NYCB,"New York Community Bancorp",10.2,0.18,+1.80%,9.95,10.24,9.95,630665,"11:21 ET"
NYT,"New York Times Company",41.91,-0.26000000000001,-0.62%,42.26,42.39,41.64,309627,"11:21 ET"
O,"Realty Income Corp",60,0.22,+0.37%,60.25,60.32,59.2,476269,"11:21 ET"
OC,"Owens Corning Inc",55.54,0.4,+0.73%,54.83,55.54,54.08,235866,"11:20 ET"
ODFL,"Old Dominion Freight Line Inc.",168.54,3.87,+2.35%,165.17,168.62,164.76,164710,"11:21 ET"
OFC,"Corporate Office Properties",25.76,0.58,+2.30%,25.09,25.84,25.05,240485,"11:22 ET"
OGE,"Oge Energy Corp",30.45,0.050000000000001,+0.16%,30.28,30.47,30.02,219394,"11:21 ET"
OHI,"Omega Healthcare Investors",30.35,0.39,+1.30%,29.94,30.46,29.68,662918,"11:21 ET"
OI,Owens-Illinois,8.68,-0.0099999999999998,-0.12%,8.58,8.74,8.31,320876,"11:21 ET"
OKE,"Oneok Inc",32.36,0.55,+1.73%,31.38,32.38,31.2,913217,"11:22 ET"
OKTA,"Okta Inc Cl A",198.8,-1.04,-0.52%,195,199.82,193.06,558857,"11:21 ET"
OLED,"Universal Display",149.82,2.94,+2.00%,147.33,149.87,145.04,79412,"11:20 ET"
OLLI,"Ollies Bargain CS",98.81,-0.23999999999999,-0.24%,99.6,100.19,97.86,306824,"11:19 ET"
OLN,"Olin Corp",11.2,-0.08,-0.71%,11.2,11.3,11.04,511790,"11:21 ET"
OMC,"Omnicom Group Inc",55.01,0.72,+1.33%,54.27,55.05,53.89,352083,"11:21 ET"
OMF,"Onemain Holdings Inc",24.29,0.11,+0.45%,23.82,24.34,23.61,125343,"11:19 ET"
ON,"On Semiconductor",19.88,0.36,+1.84%,19.59,19.95,19.5,2018671,"11:22 ET"
ORCL,"Oracle Corp",54.75,-0.009999999999998,-0.02%,54.8,55.14,54.73,3884957,"11:21 ET"
ORI,"Old Republic International Corp",16.35,0.3,+1.87%,15.96,16.37,15.92,547179,"11:22 ET"
ORLY,"O'Reilly Automotive",421.29,-1.1,-0.26%,419.76,421.95,417.87,83693,"11:20 ET"
OSK,"Oshkosh Truck Corp",71.79,0.31,+0.43%,70.76,72.45,70.76,59421,"11:21 ET"
OTIS,"Otis Worldwide Corp [Otis/I]",56.08,-0.49,-0.87%,55.97,56.22,55.51,424206,"11:21 ET"
OUT,"Outfront Media Inc",14.57,-0.029999999999999,-0.21%,14.56,14.6,13.94,270005,"11:19 ET"
OXY,"Occidental Petroleum Corp",17.83,-0.030000000000001,-0.17%,17.77,18.02,17.27,6719649,"11:22 ET"
OZK,"Bank Ozk",23.16,0.6,+2.66%,22.51,23.21,22.51,243521,"11:20 ET"
PACW,"Pacwest Bancorp",19.59,0.69,+3.65%,18.6,19.62,18.6,316186,"11:21 ET"
PAG,"Penske Automotive Group",38.82,0.28,+0.73%,38.23,39.02,37.96,52671,"11:22 ET"
PANW,"Palo Alto Networks Inc",228.06,0.97,+0.43%,227.09,229.47,226.07,217688,"11:22 ET"
PAYC,"Paycom Software Inc",306.79,6.43,+2.14%,301.93,307.14,299.01,230083,"11:21 ET"
PAYX,"Paychex Inc",75.01,1.29,+1.75%,73.6,75.04,73.3,475573,"11:22 ET"
PB,"Prosperity Bancshares",59.18,1.51,+2.62%,57.31,59.19,57.31,64931,"11:20 ET"
PBCT,"People's United Finl",11.5,0.19,+1.68%,11.19,11.58,11.15,1122521,"11:21 ET"
PBF,"PBF Energy Inc",9.67,0.06,+0.62%,9.44,9.68,9.14,1200008,"11:21 ET"
PCAR,"Paccar Inc",74.25,0.56999999999999,+0.77%,73.04,74.39,72.79,209915,"11:21 ET"
PCG,"Pacific Gas & Electric Company",8.93,-0.13,-1.43%,9.03,9.17,8.93,8232513,"11:21 ET"
PCTY,"Paylocity Hld Corp",144.76,5.2,+3.73%,138.95,144.76,138.95,84133,"11:22 ET"
PD,"Pagerduty Inc",28.35,0.35,+1.25%,28.19,28.55,27.89,244018,"11:22 ET"
PE,"Parsley Energy",10.6,0.0099999999999998,+0.09%,10.5,10.61,10.34,1285590,"11:21 ET"
PEAK,"Healthpeak Properties Inc.",27.53,0.35,+1.29%,27.21,27.63,26.94,720428,"11:21 ET"
PEG,"Public Service Enterprise Group Inc",49.64,0.43,+0.87%,49.3,49.76,49,847583,"11:20 ET"
PEGA,"Pegasystems Inc",100.62,3.06,+3.14%,98.03,100.62,97.92,56122,"11:21 ET"
PEN,"Penumbra Inc",176.48,4.1,+2.38%,173.23,176.51,173.23,50099,"11:21 ET"
PEP,"Pepsico Inc",132.25,1.17,+0.89%,131.83,132.38,130.8,871190,"11:22 ET"
PFE,"Pfizer Inc",32.39,-0.25,-0.77%,32.53,32.67,32.23,5192390,"11:22 ET"
PFG,"Principal Financial Group Inc",41.3,0.95,+2.35%,39.87,41.31,39.8,412007,"11:21 ET"
PFPT,"Proofpoint Inc",110.42,2.22,+2.05%,108.39,110.93,107.45,122592,"11:21 ET"
PG,"Procter & Gamble Company",119.42,1.76,+1.50%,117.97,119.56,117.26,1785364,"11:21 ET"
PGR,"Progressive Corp",79.93,1.53,+1.95%,78.5,79.98,78.41,395680,"11:21 ET"
PGRE,"Paramount Group Inc",7.83,0.11,+1.42%,7.66,7.85,7.51,484987,"11:20 ET"
PH,"Parker-Hannifin Corp",182.04,2.47,+1.38%,178.5,182.64,178.11,170004,"11:20 ET"
PHM,Pultegroup,33.89,0.39,+1.16%,33.6,33.89,33.04,515819,"11:21 ET"
PII,"Polaris Industries Inc",93.49,1.23,+1.33%,91.55,93.49,91.19,66726,"11:21 ET"
PINC,"Premier Inc Cl A",33.98,0.41999999999999,+1.25%,33.47,34.13,33.47,81350,"11:22 ET"
PK,"Park Hotels & Resorts Inc",10.08,-0.050000000000001,-0.49%,10,10.26,9.73,2085567,"11:21 ET"
PKG,"Packaging Corp of America",98.52,0.5,+0.51%,97.55,99,97.11,111879,"11:14 ET"
PKI,Perkinelmer,95.9,0.17,+0.18%,95.62,96.34,95.07,182985,"11:19 ET"
PLAN,"Anaplan Inc",45.46,0.67,+1.50%,44.8,45.46,44.27,264436,"11:22 ET"
PLD,"Prologis Inc",93.21,2.04,+2.24%,91.04,93.48,91.04,464353,"11:22 ET"
PLNT,"Planet Fitness",59.99,0.47,+0.79%,59.02,60.04,58.03,541587,"11:20 ET"
PM,"Philip Morris International Inc",70.24,-0.27000000000001,-0.38%,70.04,70.44,69.7,585198,"11:22 ET"
PNC,"PNC Bank",105.22,2.39,+2.32%,101.99,105.33,101.85,490305,"11:22 ET"
PNFP,"Pinnacle Finl Ptnrs",41.96,0.86,+2.09%,41.17,42.36,39.71,109100,"11:21 ET"
PNR,"Pentair Ltd",37.82,0.45,+1.20%,37.15,37.95,37.15,160722,"11:21 ET"
PNW,"Pinnacle West Capital Corp",72.96,0.060000000000002,+0.08%,72.85,73.33,72.41,179409,"11:21 ET"
PODD,"Insulet Corp",188.52,1.55,+0.83%,187,188.84,185.37,52236,"11:21 ET"
POOL,"Pool Corp",269.85,4.06,+1.53%,265.46,269.85,265.06,32681,"11:15 ET"
POST,"Post Holdings Inc",87.4,-0.3,-0.34%,87.73,87.96,86.81,58349,"11:21 ET"
PPC,"Pilgrim's Pride",16.91,0.6,+3.68%,16.29,17.02,16.27,308089,"11:21 ET"
PPD,"Ppd Inc",26.9,0.6,+2.28%,26.3,26.9,26.01,36207,"11:18 ET"
PPG,"PPG Industries",105.89,1.95,+1.88%,105.23,106.98,104.1,176691,"11:22 ET"
PPL,"PPL Corp",25.75,-0.010000000000002,-0.04%,25.8,25.95,25.48,885809,"11:21 ET"
PRAH,"Pra Health",96.31,2.36,+2.51%,93.48,96.49,93.48,28476,"11:18 ET"
PRGO,"Perrigo Company",54.77,0.21,+0.38%,54.38,54.82,53.95,69951,"11:20 ET"
PRI,"Primerica Inc",116.11,2.19,+1.92%,113.91,116.62,113.91,22390,"11:20 ET"
PRU,"Prudential Financial Inc",60.13,0.93,+1.57%,58.74,60.18,58.66,560094,"11:22 ET"
PS,"Pluralsight Inc Cl A",17.76,0.41,+2.36%,17.61,17.95,17.36,207908,"11:21 ET"
PSA,"Public Storage",192.93,1.83,+0.96%,191.29,193.6,191.16,134259,"11:21 ET"
PSTG,"Pure Storage Inc",17.45,0.25,+1.45%,17.2,17.45,17.07,452156,"11:22 ET"
PSX,"Phillips 66",69.98,1.32,+1.92%,68.02,70.05,67.26,668585,"11:22 ET"
PTC,"Ptc Inc",77.54,1.1,+1.44%,76.57,77.63,75.74,121687,"11:21 ET"
PTEN,"Patterson-Uti Energy",3.38,-0.08,-2.31%,3.41,3.41,3.28,1034471,"11:22 ET"
PVH,"Phillips-Van Heusen Corp",48.31,-0.36,-0.74%,48.59,49,47.03,294849,"11:21 ET"
PWR,"Quanta Services",39.18,0.060000000000002,+0.15%,38.99,39.25,38.75,166476,"11:21 ET"
PXD,"Pioneer Natural Resources Company",95.98,1.54,+1.63%,93.32,96.21,93.27,258188,"11:21 ET"
PYPL,"Paypal Holdings",171.7,3.35,+1.99%,170.7,172.15,169,1573813,"11:22 ET"
QCOM,"Qualcomm Inc",91.39,2.38,+2.67%,89.2,91.93,88.98,3211182,"11:22 ET"
QGEN,"Qiagen N.V.",43.14,-0.019999999999996,-0.05%,43.18,43.26,43.04,176666,"11:17 ET"
QRTEA,"Qurate Retail Group",9.44,0.17,+1.83%,9.2,9.47,9.17,361808,"11:21 ET"
QRVO,"Qorvo Inc",110.29,2.86,+2.66%,107.92,110.31,107.18,285721,"11:22 ET"
R,"Ryder System",37.14,0.42,+1.14%,36.54,37.26,36.14,52864,"11:21 ET"
RBC,"Regal-Beloit Corp",87.31,1.48,+1.72%,85.17,87.41,85.17,23156,"11:18 ET"
RCL,"Royal Caribbean Cruises Ltd",49.83,-0.47,-0.93%,49.6,50.11,47.78,5922797,"11:22 ET"
RE,"Everest Re Group",205.16,2.63,+1.30%,202.17,205.16,201.31,38126,"11:17 ET"
REG,"Regency Centers Corp",46.54,0.72,+1.57%,45.96,46.62,45.26,79485,"11:21 ET"
REGN,"Regeneron Pharmaceuticals",616.03,5.16,+0.84%,621.93,621.93,610.86,125768,"11:21 ET"
REYN,"Reynolds Consumer Products Inc",34.73,0.19,+0.55%,34.46,34.88,34.3,28125,"11:18 ET"
REZI,"Resideo Technologies Inc",11.49,0.14,+1.23%,11.11,11.59,11.06,239009,"11:21 ET"
RF,"Regions Financial Corp",11.15,0.29,+2.67%,10.75,11.15,10.72,2512144,"11:22 ET"
RGA,"Reinsurance Group of America Inc",78.37,2.28,+3.00%,75.73,78.42,75.27,155626,"11:21 ET"
RGLD,"Royal Gold Inc",123.4,3.07,+2.55%,120.18,123.43,119.21,68886,"11:21 ET"
RHI,"Robert Half International Inc",52.45,0.62,+1.20%,51.57,52.48,51.57,113794,"11:21 ET"
RIG,"Transocean Inc",1.84,0.06,+3.37%,1.79,1.87,1.76,5390579,"11:20 ET"
RJF,"Raymond James Financial",68.68,0.28,+0.41%,67.72,68.88,67.43,96274,"11:21 ET"
RL,"Ralph Lauren Corp",72.68,0.11000000000001,+0.15%,72.06,75.92,71.56,449666,"11:21 ET"
RMD,"Resmed Inc",190.36,2.04,+1.08%,188.04,190.39,187,81694,"11:21 ET"
RNG,"Ringcentral Inc",281.91,10.95,+4.04%,274,282.1,273.02,350755,"11:22 ET"
RNR,"Renaissancere Holdings Ltd",170.68,2.95,+1.76%,167.39,170.69,166.32,76878,"11:22 ET"
ROK,"Rockwell Automation Inc",211.1,2.43,+1.16%,209.24,211.15,208.89,97576,"11:21 ET"
ROKU,"Roku Inc",117.68,2.63,+2.29%,115.1,117.68,113.88,2378710,"11:22 ET"
ROL,"Rollins Inc",41.94,0.31,+0.74%,41.76,41.99,41.66,109824,"11:19 ET"
ROP,"Roper Industries",386.68,1.04,+0.27%,385.2,389.11,383.48,140460,"11:19 ET"
ROST,"Ross Stores Inc",84.84,-0.39999999999999,-0.47%,85.01,85.25,83.78,958517,"11:22 ET"
RP,"Realpage Inc",64.76,0.25,+0.39%,63.96,64.88,63.91,205258,"11:21 ET"
