Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
ICHR,"Ichor Holdings Ltd",26.26,1.35,+5.42%,26.29,24.88,161395,"11:16 ET"
IIIN,"Insteel Industries",18.83,0.22,+1.18%,18.83,18.37,3938,"11:03 ET"
IIPR,"Innovative Industrial Properties",86.99,-3.43,-3.79%,87.48,85.06,901199,"11:15 ET"
ILPT,"Industrial Logistics Properties Trust",20.67,0.44,+2.17%,20.76,20.21,57877,"11:14 ET"
INDB,"Independent Bk Corp",66.51,2.02,+3.13%,66.7,63.5,22010,"11:13 ET"
INGN,"Inogen Inc",35.03,0.11,+0.32%,35.62,34.41,21728,"11:14 ET"
INN,"Summit Hotel Properties",6.1,0.029999999999999,+0.49%,6.19,5.91,233498,"11:15 ET"
INTL,"Intl Fcstone Inc",54.24,0.67,+1.25%,54.24,53.48,6303,"11:07 ET"
INVA,"Innoviva Inc",14.01,-0.14,-0.99%,14.15,13.86,77952,"11:06 ET"
IOSP,"Innospec Inc",76.52,1.04,+1.38%,76.52,74.3,12158,"11:05 ET"
IPAR,"Inter Parfums Inc",47.84,0.3,+0.63%,48.1,47.08,13926,"11:15 ET"
IRBT,"Irobot Corp",84.83,1.02,+1.22%,85.33,83,92574,"11:16 ET"
IRDM,"Iridium Comm Inc",24.77,-0.07,-0.28%,25.06,24.39,91239,"11:16 ET"
IRET,"Investors Real Estate Trust",70.14,1.64,+2.39%,70.14,67.99,6880,"11:15 ET"
IRT,"Independence Realty Trust Inc",11.5,0.050000000000001,+0.44%,11.56,11.26,118095,"11:16 ET"
ITGR,"Integer Holdings Corp",71.88,1.14,+1.61%,72.14,70.21,16638,"11:16 ET"
ITRI,"Itron Inc",66.46,1.87,+2.90%,66.47,63.92,29827,"11:12 ET"
IVC,"Invacare Corp",6.33,-0.26,-3.95%,6.57,6.33,23941,"11:12 ET"
IVR,"Invesco Mortgage Capital Inc",3.58,0.01,+0.28%,3.67,3.49,4768931,"11:12 ET"
JBSS,"John B Sanfilippo",84.96,1.53,+1.83%,85.05,82.96,7943,"11:12 ET"
JBT,"John Bean Technologies Corp",84.75,1.92,+2.32%,85.74,82.4,48418,"11:14 ET"
JJSF,"J J Snack Foods",126.6,2.04,+1.64%,126.6,124.9,16912,"11:05 ET"
JOE,"St. Joe Company",19.66,0.21,+1.08%,19.78,19.25,15236,"11:11 ET"
JRVR,"James River Gp HD",45.16,0.41999999999999,+0.94%,45.18,44.44,9622,"11:04 ET"
KALU,"Kaiser Aluminum",73.46,0.059999999999988,+0.08%,74.63,72.45,9860,"11:14 ET"
KAMN,"Kaman Corp",41.2,0.060000000000002,+0.15%,41.39,40.65,13611,"11:15 ET"
KELYA,"Kelly Svcs Cl A",15.75,0.37,+2.41%,15.75,15.16,30950,"11:06 ET"
KFY,"Korn/Ferry International",30.49,-0.21,-0.68%,30.86,30.14,38027,"11:16 ET"
KLIC,"Kulicke and Soffa",20.4,0.2,+0.99%,20.81,20.27,360770,"11:15 ET"
KN,"Knowles Corp",15.27,0.23,+1.53%,15.35,15,47538,"11:15 ET"
KNSL,"Kinsale Capital Group Inc",155.52,3.75,+2.47%,157.13,154,45046,"11:14 ET"
KOP,"Koppers Holdings Inc",18.84,0.44,+2.39%,18.87,17.84,19765,"11:07 ET"
KRA,"Kraton Performance Polymers Inc",17.22,0.07,+0.41%,17.22,16.49,23846,"11:11 ET"
KREF,"KKR Real Estate Finance Trust Inc",16.56,-0.040000000000003,-0.24%,16.7,16.27,95331,"11:14 ET"
KRG,"Kite Realty Group Trust",11.67,0.13,+1.13%,11.7,11.34,36603,"11:16 ET"
KTB,"Kontoor Brands Inc [Ktb/I]",17.71,0.030000000000001,+0.17%,17.95,17.31,92849,"11:16 ET"
KWR,"Quaker Chemical Corp",184.78,4.62,+2.56%,185.23,178.7,10871,"11:15 ET"
LAD,"Lithia Motors",153.59,0.45000000000002,+0.29%,154.88,151.46,59315,"11:07 ET"
LCI,"Lannett Co. Inc",7.12,0.03,+0.42%,7.18,6.99,57743,"11:09 ET"
LCII,"Lci Industries",114.24,0.25999999999999,+0.23%,114.87,112.54,8267,"11:14 ET"
LDL,"Lydall Inc",13.55,0.67,+5.20%,14.6,13.35,49807,"11:00 ET"
LGIH,"LGI Homes Inc",87.1,1.06,+1.23%,87.17,85.29,32879,"11:03 ET"
LL,"Lumber Liquidators Holdings Inc",14.15,0.23,+1.65%,14.19,13.71,158303,"11:14 ET"
LMAT,"Lemaitre Vascular",25.83,-0.14,-0.54%,26.05,25.56,14679,"11:11 ET"
LMNX,"Luminex Corp",31.93,1.8,+5.97%,31.93,30.26,93753,"11:15 ET"
LNN,"Lindsay Corp",91.51,1.07,+1.18%,92.1,89.54,9924,"11:12 ET"
LNTH,"Lantheus Holdings",14.17,0.16,+1.14%,14.21,13.95,110512,"11:16 ET"
LOCO,"El Pollo Loco",14.71,0.07,+0.48%,14.75,14.47,38279,"11:11 ET"
LPG,"Dorian Lpg Ltd",7.7,-0.12,-1.53%,7.8,7.57,122697,"11:15 ET"
LPI,"Laredo Petroleum Holdings Inc",13.45,-0.13,-0.96%,13.56,13.05,71517,"11:14 ET"
LPSN,"Liveperson Inc",40.75,0.22,+0.54%,40.97,40.21,115525,"11:16 ET"
LQDT,"Liquidity Services",6.05,-0.15,-2.42%,6.27,6.04,98276,"11:15 ET"
LTC,"Ltc Properties",38,0.6,+1.60%,38.2,37.34,44112,"11:16 ET"
LTHM,"Livent Corp",6.09,0.09,+1.50%,6.11,5.95,335436,"11:15 ET"
LXP,"Lexington Realty Trust",10.58,0.23,+2.22%,10.6,10.34,191238,"11:13 ET"
LZB,"La-Z-Boy Inc",27.03,0.02,+0.07%,27.14,26.6,53928,"11:15 ET"
M,"Macy's Inc",6.63,0.0099999999999998,+0.15%,6.94,6.36,12048705,"11:16 ET"
MANT,"Mantech Intl Cp A",68.64,0.43000000000001,+0.63%,69.2,68.03,53748,"11:10 ET"
MATW,"Matthews Intl Corp",19.27,0.28,+1.47%,19.3,18.78,70229,"11:13 ET"
MATX,"Matson Inc",29.44,0.19,+0.65%,29.62,29.02,40488,"11:12 ET"
MCRI,"Monarch Casino",34.25,0.2,+0.59%,34.26,33.75,12641,"11:01 ET"
MCS,"Marcus Corp",13.24,-0.1,-0.75%,13.99,12.92,38947,"11:14 ET"
MDC,"M.D.C. Holdings",35.18,0.18,+0.51%,35.21,34.47,22562,"11:15 ET"
MDP,"Meredith Corp",14.57,-0.33,-2.21%,15.01,14.27,105545,"11:16 ET"
MED,"Medifast Inc",137.94,1.34,+0.98%,139.72,135.83,69316,"11:14 ET"
MEDP,"Medpace Holdings Inc",90.33,0.11,+0.12%,91.26,89.75,21011,"11:10 ET"
MEI,"Methode Electronics",30.54,-0.74,-2.37%,31.23,28.5,109576,"11:14 ET"
MERC,"Mercer Intl Inc",8.19,0.07,+0.86%,8.3,8.07,13967,"11:09 ET"
MGLN,"Magellan Health",71.84,1.49,+2.12%,71.92,69.7,12766,"11:11 ET"
MGPI,"MGP Ingredients Inc",36.71,-0.44,-1.18%,37.31,36.49,6903,"11:13 ET"
MHO,"M/I Homes",33.77,0.11000000000001,+0.33%,34.19,32.95,20457,"11:16 ET"
MIK,"The Michaels Comp",7.02,-0.010000000000001,-0.14%,7.12,6.9,844790,"11:16 ET"
MINI,"Mobile Mini Inc",32.08,0.54,+1.71%,32.16,30.81,135674,"11:16 ET"
MLAB,"Mesa Labs Inc",213.46,1.27,+0.60%,213.5,212.86,2460,"10:55 ET"
MLI,"Mueller Industries",26.36,0.27,+1.03%,26.53,25.8,23939,"11:16 ET"
MMI,"Marcus & Millichap",28.8,0.88,+3.15%,28.9,27.99,7424,"11:13 ET"
MMSI,"Merit Medical Sys",44.76,0.84,+1.91%,45.1,42.85,63243,"11:16 ET"
MNRO,"Monro Muffler Brak",55.15,-0.009999999999998,-0.02%,55.64,54.23,35866,"11:13 ET"
MNTA,"Momenta Pharma",34.08,-1.85,-5.15%,35.7,32.47,913837,"11:16 ET"
MOG.A,"Moog Inc Cl A",52.62,-0.46,-0.87%,52.72,51.28,16368,"11:10 ET"
MOV,"Movado Group Inc",10.74,0.0099999999999998,+0.09%,10.83,10.53,18757,"11:16 ET"
MPAA,"Motorcar Parts Amer",17.35,0.81,+4.90%,17.54,16.48,50916,"11:16 ET"
MRTN,"Marten Transport L",24.96,0.13,+0.52%,25.43,24.69,15532,"11:08 ET"
MSTR,"Microstrategy Cl A",119.11,0.61,+0.51%,119.11,117.66,5500,"11:07 ET"
MTH,"Meritage Corp",74.65,1.05,+1.43%,74.78,70.81,44935,"11:11 ET"
MTOR,"Meritor Inc",19.8,-0.18,-0.90%,19.96,19.51,96834,"11:16 ET"
MTRN,"Materion Corp",61.5,1.05,+1.74%,61.5,60,30183,"11:12 ET"
MTRX,"Matrix Service Company",9.93,-0.02,-0.20%,10,9.69,27972,"11:16 ET"
MTSC,"M T S Systems Cp",17.22,0.039999999999999,+0.23%,17.52,16.78,25736,"11:01 ET"
MXL,"Maxlinear Inc",21.45,0.45,+2.14%,21.48,20.82,61694,"11:13 ET"
MYE,"Myers Industries",14.41,0.09,+0.63%,14.44,14.08,10815,"11:16 ET"
MYGN,"Myriad Genetics Inc",11.11,0.09,+0.82%,11.36,10.66,470965,"11:16 ET"
MYRG,"MYR Group Inc",31.56,0.31,+0.99%,31.57,31.06,7580,"10:58 ET"
NBHC,"National Bank Holdings Corp",26.94,0.41,+1.55%,27.07,26.16,12909,"11:09 ET"
NBR,"Nabors Industries",35.96,0.07,+0.20%,36.5,34.27,113542,"11:14 ET"
NBTB,"NBT Bancorp Inc",30.94,0.71,+2.35%,31.08,30.06,31525,"11:15 ET"
NEO,"Neogenomics Inc",29.77,0.61,+2.09%,29.82,29.17,371310,"11:15 ET"
NEOG,"Neogen Cp",76.87,1.66,+2.21%,76.87,74.84,20589,"11:15 ET"
NFBK,"Northfield Bncrp Del",11.47,0.17,+1.50%,11.53,11.26,16728,"11:16 ET"
NMIH,"Nmi Holdings Inc",16.09,0.33,+2.09%,16.15,15.54,163842,"11:16 ET"
NP,"Neenah Paper",49.41,0.62,+1.27%,49.42,48.44,5591,"11:14 ET"
NPK,"National Presto Industries",86.87,1.34,+1.57%,86.87,84.26,1460,"11:14 ET"
NPO,"Enpro Industries",48.56,0.57,+1.19%,48.76,47.65,7130,"11:12 ET"
NR,"Newpark Resources",2.18,-0.0099999999999998,-0.46%,2.2,2.1,260753,"11:14 ET"
NSA,"National Storage Affiliates Tru",29.1,0.71,+2.50%,29.1,28.27,35171,"11:16 ET"
NSIT,"Insight Enterpr",49.63,0.76000000000001,+1.56%,49.74,48.75,18771,"11:15 ET"
NTGR,"Netgear Inc",24.87,0.44,+1.80%,25.01,24.47,48495,"11:13 ET"
NTUS,"Natus Medical Inc",21.59,0.14,+0.65%,21.7,20.75,13502,"11:11 ET"
NWBI,"Northwest Bancshares",10.23,0.22,+2.20%,10.27,9.94,91814,"11:16 ET"
NWN,"Northwest Natural Gas Company",56.06,1.06,+1.93%,56.11,54.85,7077,"11:15 ET"
NX,"Quanex Building Products Corp",13.78,0.11,+0.80%,13.84,13.42,41344,"11:16 ET"
NXGN,"Nextgen Healthcare Inc",10.86,0.12,+1.12%,10.88,10.56,22983,"11:15 ET"
NXRT,"Nexpoint Residential Trust Inc",35.29,0.93,+2.71%,35.34,34.2,25338,"11:11 ET"
NYMT,"New York Mtge Trust",2.63,-0.05,-1.87%,2.65,2.56,968820,"11:13 ET"
OAS,"Oasis Petroleum Inc",0.775,-0.025,-3.13%,0.7988,0.75,4345169,"11:16 ET"
ODP,"Office Depot",2.29,0.03,+1.33%,12.35,2.19,5347713,"11:16 ET"
OFG,"Oriental Financial Group",13.24,0.23,+1.77%,13.31,12.75,45121,"11:16 ET"
OFIX,"Orthofix Intl NV",31.73,0.69,+2.22%,31.83,30.93,7528,"11:12 ET"
OII,"Oceaneering International",6.04,-0.0099999999999998,-0.17%,6.09,5.81,230172,"11:15 ET"
OIS,"Oil States International",4.57,-0.06,-1.30%,4.63,4.4,256226,"11:14 ET"
OMCL,"Omnicell Inc",69.89,1.24,+1.81%,69.97,68.01,41001,"11:15 ET"
OMI,"Owens & Minor",7.5,-0.1,-1.32%,7.59,7.37,163646,"11:15 ET"
ONB,"Old National Bncp",13.79,0.27,+2.00%,13.87,13.29,165895,"11:14 ET"
ONTO,"Onto Innovation Inc.",33.82,0.13,+0.39%,34.14,33.4,43618,"11:15 ET"
OPI,"Office Properties Income Trust",26.5,0.4,+1.53%,26.57,25.25,11176,"11:16 ET"
OSIS,"O S I Systems Inc",74.23,0.39,+0.53%,74.38,73.29,12518,"11:06 ET"
OSPN,"Onespan Inc",28.14,1.16,+4.30%,28.14,26.85,113900,"11:13 ET"
OSUR,"Orasure Tech Inc",11.35,0.29,+2.62%,11.35,11.03,428061,"11:16 ET"
OXM,"Oxford Industries",42.75,-0.11,-0.26%,43.06,41.84,17624,"11:14 ET"
PAHC,"Phibro Anl Htlh A",25.85,0.22,+0.86%,25.96,25.48,5561,"10:59 ET"
PARR,"Par Petroleum Corp",8.56,-0.22,-2.51%,8.64,8.35,71932,"11:11 ET"
PATK,"Patrick Inds Inc",60.17,1.85,+3.17%,60.17,56.62,22733,"11:06 ET"
PBI,"Pitney Bowes Inc",2.59,0.0099999999999998,+0.39%,2.61,2.53,121476,"11:12 ET"
PCRX,"Pacira Pharm Inc",51.89,-0.13,-0.25%,53.07,51.06,191420,"11:16 ET"
PDCE,"Pdc Energy Inc",11.95,-0.050000000000001,-0.42%,12.07,11.58,326841,"11:16 ET"
PDFS,"Pdf Solutions Inc",19.33,0.17,+0.89%,19.43,19.06,25167,"11:03 ET"
PEI,"Pennsylvania Real Estate Investment",1.37,9.9999999999989E-5,+0.01%,1.3799,1.31,1076275,"11:02 ET"
PETS,"Petmed Express Inc",34.74,1.48,+4.45%,35.17,33.05,129484,"11:15 ET"
PFBC,"Preferred Bank LA",42.51,0.81,+1.94%,42.96,41.53,8888,"11:15 ET"
PFS,"Provident Financial Services",14.34,0.2,+1.41%,14.46,14,89201,"11:16 ET"
PGTI,"Pgt Inc",15.65,0.23,+1.49%,15.72,15.22,21622,"11:16 ET"
PIPR,"Piper Jaffray Companies",58,0.2,+0.35%,58.12,57.16,5954,"10:47 ET"
PKE,"Park Electrochemical Corp",11.08,0.08,+0.73%,11.08,10.87,10847,"11:15 ET"
PLAB,"Photronics Inc",11.05,0.34,+3.17%,11.09,10.73,68627,"11:11 ET"
PLAY,"Dave & Buster's Ente",13.29,0.15,+1.14%,13.42,12.61,2609579,"11:16 ET"
PLCE,"Children's Place Inc",37.69,-0.40000000000001,-1.05%,38.37,36.1,132975,"11:16 ET"
PLMR,"Palomar Holdings Inc",84.06,2.09,+2.55%,84.57,82.3,29609,"11:02 ET"
PLT,Plantronics,14.27,-0.48,-3.25%,14.69,14.01,170031,"11:14 ET"
PLUS,"Eplus Inc",71.54,0.080000000000013,+0.11%,72.93,70.99,3304,"10:53 ET"
PLXS,"Plexus Cp",70.39,1.01,+1.46%,70.45,69,27593,"11:13 ET"
PMT,"Pennymac Mortgage Investment Trust",17.5,0.039999999999999,+0.23%,17.7,17.1,214861,"11:16 ET"
PNTG,"The Pennant Group Inc",22.2,-0.17,-0.76%,22.91,21.84,9731,"11:15 ET"
POWI,"Power Integratn",118.25,2.43,+2.10%,119.02,116.43,25150,"11:16 ET"
POWL,"Powell Inds Inc",27.18,0.030000000000001,+0.11%,27.36,26.83,10253,"11:09 ET"
PPBI,"Pacific Premier Bncp",21.5,0.45,+2.14%,21.7,20.67,62794,"11:13 ET"
PRA,"Pro-Assurance Corp",14.3,0.06,+0.42%,14.47,14.05,34597,"11:13 ET"
PRAA,"Pra Group Inc",38.52,0.76000000000001,+2.01%,38.73,37.5,36226,"11:15 ET"
PRDO,"Perdoceo Education Corp.",16.07,0.39,+2.49%,16.1,15.66,67527,"11:12 ET"
PRFT,"Perficient Inc",35.87,0.55,+1.56%,35.93,35.04,47251,"11:11 ET"
PRGS,"Progress Software",39.19,0.25,+0.64%,39.43,38.74,55037,"11:16 ET"
PRLB,"Proto Labs Inc",113.53,-0.95,-0.83%,115.35,112.65,22692,"11:14 ET"
PRSC,"Providence Svc Cp",78.68,-0.52999999999999,-0.67%,79.48,78.41,12434,"10:55 ET"
PSMT,"Pricesmart Inc",60.75,0.61,+1.01%,60.85,58.7,10538,"11:08 ET"
PTEN,"Patterson-Uti Energy",3.37,-0.09,-2.60%,3.41,3.28,971158,"11:14 ET"
PUMP,"Propetro Holding Corp",5.01,-0.03,-0.60%,5.07,4.88,204298,"11:15 ET"
PVAC,"Penn VA Corp",9.57,0.41,+4.48%,9.75,8.79,262683,"11:16 ET"
QEP,"Qep Resources",1.3,0.04,+3.17%,1.35,1.25,2489309,"11:16 ET"
QLYS,"Qualys Inc",103.03,2.2,+2.18%,103.1,99.01,82504,"11:14 ET"
QNST,"Quinstreet Inc",10.5,0.35,+3.45%,10.58,10.08,41900,"11:16 ET"
RAVN,"Raven Industries Inc",21.18,0.18,+0.86%,21.34,19.93,15787,"11:00 ET"
RC,"Ready Capital Corp",8.77,-0.02,-0.23%,9.07,8.45,75652,"11:16 ET"
RCII,"Rent-A-Center Inc",27.91,0.78,+2.88%,27.96,27.05,78426,"11:15 ET"
RDNT,"Radnet Inc",15.43,0.43,+2.87%,15.48,14.73,32993,"11:15 ET"
REGI,"Renewable Energy",23.67,-0.58,-2.39%,24.1,23.59,66735,"11:14 ET"
REI,"Ring Energy Inc",1.15,0.03,+2.68%,1.17,1.07,340603,"11:16 ET"
RES,"RPC Inc",3.04,-0.02,-0.65%,3.06,2.96,83510,"11:14 ET"
REX,"Rex American Resources Corp",68.03,0.13,+0.19%,68.03,66.07,1344,"11:01 ET"
RGNX,"Regenxbio Inc",37.13,0.17,+0.46%,37.38,36.48,52353,"11:16 ET"
RGP,"Resources Connection Inc.",11.83,0.29,+2.51%,11.9,11.46,10482,"11:13 ET"
RGR,"Sturm Ruger & Company",75.34,2.1,+2.87%,75.8,72.75,108010,"11:15 ET"
RGS,"Regis Corp",8.18,-0.17,-2.04%,8.45,7.99,84935,"11:11 ET"
RLGY,"Realogy Holdings Corp",7.22,0.15,+2.12%,7.31,7.03,456246,"11:15 ET"
RMAX,"Re/Max Holdings Inc",31.36,0.62,+2.02%,31.42,30.56,15924,"11:00 ET"
RMBS,"Rambus Inc",15.1,0.46,+3.14%,15.11,14.67,85997,"11:11 ET"
ROCK,"Gibraltar Ind Inc",48.36,0.96,+2.03%,48.64,47.16,18891,"11:15 ET"
ROG,"Rogers Corp",124.72,3.88,+3.21%,125.25,119.92,15095,"11:13 ET"
ROIC,"Retail Opp Invts Cp",11.64,0.09,+0.78%,11.76,11.33,291619,"11:16 ET"
RPT,"Ramco-Gershenson Properties Trust",6.89,-0.06,-0.86%,7.02,6.74,80366,"11:16 ET"
RRC,"Range Resources Corp",5.46,-0.07,-1.27%,5.54,5.27,1125954,"11:15 ET"
RRD,"Donnelley [R.R.] & Sons Company",1.17,0.01,+0.86%,1.2,1.145,164599,"11:14 ET"
RRGB,"Red Robin Gourmet Burgers Inc",10.14,-0.25,-2.41%,10.43,9.77,187955,"11:16 ET"
RUN,"Sunrun Inc",19.68,0.16,+0.82%,19.71,19.19,229492,"11:15 ET"
RUTH,"Ruth's Hospitality",8.15,-0.14,-1.69%,8.37,7.99,252377,"11:15 ET"
RWT,"Redwood Trust",7.02,0.11,+1.59%,7.07,6.78,791979,"11:16 ET"
RYAM,"Rayonier Advanced Materials Inc",2.75,0.09,+3.38%,2.77,2.56,123677,"11:15 ET"
SAFE,"Safehold Inc",57.7,1.85,+3.31%,57.79,56.14,15040,"11:11 ET"
SAFT,"Safety Ins Group Inc",76.63,-0.11,-0.14%,77.76,76.14,5194,"10:52 ET"
SAH,"Sonic Automotive",31.31,-0.54,-1.70%,32.07,31.13,35042,"11:16 ET"
SAIA,"Saia Inc",108.85,-0.11,-0.10%,110.4,106.82,47978,"11:13 ET"
SANM,"Sanmina Corp",25.17,0.15,+0.60%,25.29,24.71,26035,"11:15 ET"
SBCF,"Seacoast Banking Cp",20.01,0.18,+0.91%,20.15,19.48,31749,"11:13 ET"
SBSI,"Southside Bancshares",27.67,0.36,+1.32%,27.78,27.22,9784,"11:09 ET"
SCHL,"Scholastic Cp",30.08,0.069999999999997,+0.23%,30.38,29.78,7920,"11:11 ET"
SCL,"Stepan Company",96.1,0.69999999999999,+0.73%,96.1,94.11,8406,"11:11 ET"
SCSC,"Scansource Inc",23.87,0.16,+0.67%,23.99,23.45,6213,"11:16 ET"
SCVL,"Shoe Carnival Inc",29,0.030000000000001,+0.10%,29.15,28.64,13198,"11:00 ET"
SEM,"Select Medical Holdings Corp",14.44,0.09,+0.63%,14.52,14.16,124446,"11:15 ET"
SENEA,"Seneca Foods Cp A",33.86,-0.030000000000001,-0.09%,34.15,33.58,1577,"10:59 ET"
SFBS,"Servisfirst Bancs",35.55,1.01,+2.92%,35.72,34.13,50375,"11:15 ET"
SFNC,"Simmons First Natl",16.91,0.58,+3.55%,17.03,16.06,134931,"11:14 ET"
SGH,"Smart Global Holdings Inc",27.07,1.77,+7.00%,27.12,25.45,28814,"11:07 ET"
SHAK,"Shake Shack Inc",52.68,1.52,+2.97%,52.9,51.43,353129,"11:14 ET"
SHEN,"Shenandoah Telecom",49.31,0.080000000000005,+0.16%,49.47,48.94,12874,"11:14 ET"
SHOO,"Steven Maddens Ltd",24.7,-0.13,-0.52%,24.99,24.16,83930,"11:16 ET"
SIG,"Signet Jewelers Ltd",10.55,-0.1,-0.94%,10.92,10.32,528509,"11:16 ET"
SJI,"South Jersey Industries",24.94,0.38,+1.55%,25.03,24.43,77140,"11:15 ET"
SKT,"Tanger Factory Outlet Centers",7.11,-0.2,-2.74%,7.4,6.97,715839,"11:15 ET"
SKYW,"Skywest Inc",32.38,-0.48,-1.46%,32.79,31.29,77173,"11:15 ET"
SLCA,"U.S. Silica Holdings Inc",3.5,-0.03,-0.85%,3.55,3.38,300556,"11:15 ET"
SLP,"Simulations Plus Inc",59.75,1.24,+2.12%,59.75,58.42,20819,"11:15 ET"
SM,"Sm Energy Company",3.61,0.02,+0.56%,3.64,3.48,608441,"11:15 ET"
SMP,"Standard Motor Products",40.85,-0.25,-0.61%,40.95,40.41,12976,"11:15 ET"
SNBR,"Sleep Number Corp",41.71,-1.22,-2.84%,44.99,41,125804,"11:11 ET"
SPOK,"Spok Holdings Inc",9.46,0.11,+1.18%,9.52,9.29,4642,"11:13 ET"
SPPI,"Spectrum Pharma Inc",3.18,0.1,+3.25%,3.19,3.07,201244,"11:14 ET"
SPSC,"Sps Commerce Inc",74.99,0.23999999999999,+0.32%,75.46,73.63,43985,"11:09 ET"
SPTN,"Spartannash Company",20.99,-0.11,-0.52%,21.56,20.98,80449,"11:16 ET"
SPXC,"SPX Corp",40.67,0.030000000000001,+0.07%,41.07,40.2,22180,"11:01 ET"
SRDX,"Surmodics Inc",43.46,0.090000000000003,+0.21%,43.46,42.54,6612,"10:58 ET"
SSD,"Simpson Manufacturing Company",84.64,1.87,+2.26%,85.07,82.23,23394,"11:16 ET"
SSP,"E.W. Scripps Company",8.79,0.069999999999999,+0.80%,8.89,8.53,36411,"11:15 ET"
SSTK,"Shutterstock Inc",35.04,0.33,+0.95%,35.14,34.49,11970,"11:09 ET"
STAR,"Istar Financial Inc",12.34,0.37,+3.09%,12.36,12.01,91075,"11:16 ET"
STBA,"S&T Bancorp Inc",23.86,0.86,+3.74%,24.15,22.75,47821,"11:14 ET"
STC,"Stewart Information Services Corp",32.45,-0.009999999999998,-0.03%,32.65,32.19,6916,"11:11 ET"
STMP,"Stamps.com Inc",181.37,4.12,+2.32%,181.37,176.35,49139,"11:16 ET"
STRA,"Strayer Education",153.56,-0.10999999999999,-0.07%,154.95,152.36,34599,"11:12 ET"
SUPN,"Supernus Pharm",23,-0.27,-1.16%,23.26,22.83,57410,"11:15 ET"
SWM,"Schweitzer-Mauduit International",33.4,0.77,+2.36%,33.62,32.44,33125,"11:14 ET"
SWN,"Southwestern Energy Company",2.48,-0.05,-1.98%,2.53,2.45,1826048,"11:16 ET"
SXC,"Suncoke Energy Inc",2.91,-0.02,-0.68%,2.94,2.85,73207,"11:14 ET"
SXI,"Standex International Corp",57.9,0.18,+0.31%,58.55,56.76,7268,"11:10 ET"
SYKE,"Sykes Enterprises",27.65,0.34,+1.24%,27.66,27.19,11453,"11:15 ET"
TALO,"Talos Energy Inc",9.19,0.23,+2.57%,9.29,8.78,189347,"11:15 ET"
TBI,"Trueblue Inc",15.24,0.18,+1.20%,15.33,15,23694,"11:14 ET"
TBK,"Triumph Bancorp",24.12,0.36,+1.52%,24.14,23.36,13672,"11:16 ET"
TCMD,"Tactile Systems Technology Inc",41.62,0.34999999999999,+0.85%,41.72,41.14,15646,"11:10 ET"
TG,"Tredegar Corp",15.38,0.23,+1.52%,15.43,14.98,10109,"11:15 ET"
TGI,"Triumph Group",9.07,-0.89,-8.94%,9.95,8.8,1208000,"11:15 ET"
THRM,"Gentherm Inc",38.8,0.23,+0.60%,38.86,38.26,15571,"11:15 ET"
TILE,"Interface Inc",8.07,-0.02,-0.25%,8.23,7.89,151840,"11:10 ET"
TISI,"Team Inc",5.24,-0.08,-1.50%,5.36,5.13,35800,"11:15 ET"
TLRD,"Tailored Brands Inc",1.01,-0.01,-0.99%,1.05,1,364829,"11:14 ET"
TMP,Tompkinstrustco,65.78,2.52,+3.98%,65.96,60.69,17563,"11:01 ET"
TMST,"Timken Steel Corp",3.91,0.01,+0.26%,3.92,3.78,24640,"11:07 ET"
TNC,"Tennant Company",65.59,0.78,+1.20%,65.59,64.15,4305,"11:05 ET"
TPRE,"Third Point Reinsurance Ltd Company",7.53,0.07,+0.94%,7.57,7.36,33380,"11:15 ET"
TRHC,"Tabula Rasa Healthcare Inc",55.88,2.2,+4.10%,55.88,52.95,40264,"11:13 ET"
TRST,"Trustco Bank Corp NY",6.29,0.08,+1.29%,6.32,6.16,94600,"11:16 ET"
TSE,"Trinseo S.A.",21.81,-0.040000000000003,-0.18%,21.91,21.35,54170,"11:15 ET"
TTEC,"Teletech Hlds",45.78,1.23,+2.76%,45.78,44.4,12675,"11:00 ET"
TTGT,"Techtarget Inc",29.97,-0.02,-0.07%,30.1,29.82,51614,"11:11 ET"
TTI,"Tetra Technologies",0.5442,-0.0258,-4.53%,0.589,0.51,2760626,"11:15 ET"
TTMI,"TTM Technologies",11.74,0.25,+2.18%,11.77,11.41,143367,"11:14 ET"
TUP,"Tupperware Corp",4.73,0.03,+0.64%,4.87,4.59,476845,"11:16 ET"
TVTY,"Tivity Health",11.07,-0.06,-0.54%,11.17,10.84,71939,"11:15 ET"
TWI,"Titan International",1.54,-0.01,-0.65%,1.59,1.5,95120,"11:12 ET"
UBA,"Urstadt Biddle Properties Inc",11.94,0.0099999999999998,+0.08%,12.19,11.57,23191,"11:15 ET"
UCBI,"United Comm Banks",20,0.42,+2.15%,20.04,19.47,43588,"11:16 ET"
UCTT,"Ultra Clean Holdings",22.89,0.95,+4.33%,22.93,21.29,93147,"11:16 ET"
UEIC,"Universal Elect IN",47.08,1.09,+2.37%,47.08,44.58,9332,"11:11 ET"
UFCS,"United Fire Group",27.5,0.46,+1.70%,27.76,26.83,6503,"11:11 ET"
UFI,"Unifi Inc",12.59,0,0.00%,12.62,12.39,6005,"10:57 ET"
UFPI,"Universal Forest Prd",49.27,0.48,+0.98%,49.38,47.96,32701,"11:15 ET"
UHT,"Universal Health Realty Income Trust",80.65,0.75,+0.94%,81.21,79.22,12424,"11:15 ET"
UIHC,"United Insurance Hld",7.7,0.06,+0.79%,7.79,7.58,4536,"11:05 ET"
